id,position,age,area,sex,partner,num_child,education,service_length,study_time,commute,overtime,salary
2771,2,46,岩手県,2,1,2,2,24,6.0,1.7,11.0,373.64707158923534
2772,0,22,栃木県,1,0,0,1,2,5.0,0.2,12.6,189.3021493760896
2773,1,34,神奈川県,2,1,1,2,12,6.0,1.5,16.7,350.52672524927266
2774,3,49,滋賀県,1,1,3,1,29,4.0,1.8,19.4,564.5528217193612
2775,2,52,福岡県,2,1,2,1,32,0.0,1.7,10.8,482.1926716892907
2776,2,63,宮崎県,1,1,2,4,36,4.0,1.7,22.6,420.92535845972566
2777,1,26,茨城県,1,1,2,2,4,0.0,1.6,24.8,316.4160305324198
2778,0,25,岩手県,1,0,0,1,5,3.0,0.2,21.0,199.2153795493026
2779,0,24,大分県,1,0,0,1,4,3.0,0.2,19.9,193.97561601442018
2780,1,36,大阪府,2,1,1,1,16,1.0,3.0,15.4,380.5994968393602
2781,3,40,福井県,2,0,0,2,15,12.0,1.2,10.5,591.3172777583213
2782,0,19,岡山県,2,0,0,0,0,2.0,0.2,10.0,164.2890213974017
2783,0,23,青森県,1,1,1,0,1,9.0,1.3,23.3,241.13384827446666
2784,0,20,青森県,2,1,0,0,2,4.0,0.7,14.5,204.9375809810331
2785,3,41,福島県,2,1,5,0,23,10.0,1.7,10.7,557.0968793405464
2786,2,52,群馬県,1,0,0,2,30,5.0,0.7,7.7,425.8656369538282
2787,0,25,東京都,2,0,0,2,3,2.0,1.7,12.9,365.6058351986753
2788,2,35,沖縄県,1,1,2,1,15,10.0,1.5,12.5,334.8624028327505
2789,3,56,沖縄県,1,1,0,2,34,6.0,1.7,7.2,731.4963184744921
2790,0,24,新潟県,1,1,2,0,6,0.0,1.3,11.6,242.03543266990533
2791,3,37,大分県,2,1,2,0,19,2.0,1.9,4.7,437.0283437990196
2792,2,51,大阪府,1,1,0,0,33,0.0,2.5,10.8,436.01264486217997
2793,1,18,滋賀県,1,0,0,0,0,4.0,0.5,19.1,239.7305669167245
2794,1,48,宮城県,1,0,0,3,24,-0.0,1.1,6.3,700.782003297972
2795,2,39,山梨県,2,1,2,1,19,8.0,1.6,11.0,372.3074098178869
2796,1,45,大阪府,2,1,1,0,27,4.0,3.1,14.9,396.70186378602085
2797,0,22,香川県,2,0,0,1,1,2.0,0.3,20.2,227.2624912044155
2798,0,21,岩手県,2,1,4,1,0,7.0,1.2,9.9,257.39007843422286
2799,0,25,香川県,1,1,1,0,7,0.0,1.4,10.5,262.4200522213298
2800,3,40,兵庫県,1,0,0,0,22,3.0,1.0,12.6,583.2393089057191
2801,0,23,栃木県,2,0,0,1,3,1.0,0.1,10.8,155.8223407558767
2802,2,48,滋賀県,2,1,3,3,24,5.0,2.3,9.0,713.6884575099372
2803,2,35,宮崎県,1,0,0,1,15,0.0,0.5,15.7,316.8305610496511
2804,1,38,大阪府,2,0,0,0,20,9.0,1.1,12.8,285.85731981663383
2805,0,20,福岡県,1,0,0,0,1,4.0,0.1,23.3,210.73787096760367
2806,1,30,佐賀県,2,1,1,2,8,0.0,1.5,0.8,239.88606371931544
2807,2,31,福井県,1,0,0,2,9,5.0,0.5,25.7,387.8145538173398
2808,2,35,山梨県,2,1,0,0,17,7.0,1.1,11.6,327.222542033785
2809,1,44,秋田県,1,1,0,2,22,6.0,1.0,10.6,307.83814079795684
2810,2,42,岡山県,1,0,0,1,22,3.0,0.7,17.7,395.12219060468453
2811,2,41,滋賀県,1,0,0,0,23,1.0,0.6,6.1,339.9547577571464
2812,1,28,佐賀県,2,1,2,2,6,9.0,1.4,10.0,309.50393391752465
2813,2,42,岡山県,1,0,0,1,22,7.0,1.0,5.3,571.9761660096443
2814,2,51,徳島県,2,1,4,2,29,2.0,1.8,7.2,448.2284933547163
2815,0,21,北海道,2,0,0,1,0,3.0,0.2,8.9,165.87596237236986
2816,2,42,山形県,1,0,0,2,20,7.0,0.6,14.9,353.77097914679655
2817,0,24,栃木県,2,1,3,2,1,2.0,1.3,20.7,311.3814802435442
2818,2,35,富山県,1,1,1,3,11,5.0,1.8,14.5,369.8367522435934
2819,2,34,静岡県,1,0,0,0,16,3.0,0.6,12.6,296.59176817335725
2820,0,28,東京都,1,1,1,2,6,0.0,2.6,18.0,304.1822658496261
2821,1,36,宮城県,2,0,0,2,2,0.0,0.5,11.7,244.87801638949705
2822,1,18,愛媛県,1,0,0,0,0,0.0,0.4,9.7,203.4192847854231
2823,3,46,岩手県,2,1,3,0,28,0.0,1.8,12.3,537.5935615439203
2824,0,19,岐阜県,1,0,0,0,0,1.0,0.1,22.2,201.61474654602586
2825,0,26,広島県,2,0,0,0,8,6.0,0.3,14.5,181.26605924432056
2826,0,25,山梨県,2,0,0,0,7,3.0,0.3,15.5,174.57159507958937
2827,4,52,愛知県,1,1,0,3,28,12.0,1.4,10.5,566.9980860177117
2828,4,45,三重県,2,0,0,2,23,6.0,1.3,8.8,755.7944130693672
2829,2,40,三重県,1,1,3,4,13,-0.0,2.3,8.4,791.7247906370179
2830,0,24,栃木県,2,0,0,2,1,1.0,0.2,2.8,110.62231033431848
2831,0,25,広島県,2,1,2,1,5,7.0,1.3,5.4,193.6740836764414
2832,2,25,北海道,2,1,1,1,5,1.0,1.6,7.7,328.39045693991204
2833,0,22,山梨県,2,1,2,1,0,0.0,1.1,7.0,230.63215727586766
2834,0,21,滋賀県,2,0,0,1,0,2.0,0.1,18.8,197.06462782302754
2835,2,36,奈良県,1,0,0,1,16,3.0,0.9,8.1,512.8750218293629
2836,2,47,兵庫県,2,1,4,0,29,-0.0,1.7,3.6,447.6751804062427
2837,1,31,大分県,1,1,1,0,13,2.0,1.4,17.4,329.10370675985143
2838,0,28,神奈川県,1,0,0,2,6,0.0,0.2,11.4,194.39168655393348
2839,1,37,東京都,2,1,1,2,15,7.0,4.1,8.1,515.0714906082394
2840,1,22,福島県,2,1,5,0,4,15.0,1.4,11.8,349.17924543721955
2841,2,50,愛媛県,2,1,0,3,26,8.0,1.6,15.7,786.0047639684
2842,1,34,沖縄県,1,1,0,3,10,10.0,1.5,7.8,637.3441975734224
2843,1,30,栃木県,1,0,0,4,2,-0.0,0.4,13.4,212.91991105439706
2844,1,24,兵庫県,1,1,1,0,6,4.0,1.9,16.7,387.7187366223619
2845,4,56,北海道,1,1,1,3,32,9.0,2.4,10.9,937.1450469979492
2846,1,26,佐賀県,1,1,2,1,6,6.0,1.9,3.2,417.75005242407997
2847,0,23,山形県,2,1,4,0,5,5.0,1.1,13.2,272.1852440019057
2848,1,20,山梨県,2,1,2,0,2,2.0,1.8,5.9,355.6025914657229
2849,4,52,富山県,1,1,3,1,32,2.0,1.9,9.8,615.046078516785
2850,2,30,静岡県,1,1,3,0,12,8.0,1.5,12.8,383.06334776753306
2851,3,41,福岡県,2,0,0,0,23,7.0,0.9,13.2,523.202891892387
2852,2,53,山形県,2,1,2,2,31,-0.0,1.6,15.0,461.0065276502501
2853,2,49,青森県,2,1,2,1,29,0.0,2.1,5.9,648.4941332962674
2854,0,25,長崎県,2,0,0,1,5,4.0,0.2,5.4,170.73091920979186
2855,0,22,滋賀県,2,0,0,1,1,7.0,0.1,11.6,179.2218761214943
2856,0,25,静岡県,1,1,1,1,5,2.0,1.0,5.9,194.86463624232627
2857,1,33,福井県,2,1,2,0,15,5.0,1.5,11.7,303.68411228241104
2858,0,21,福島県,1,1,0,0,3,7.0,1.0,8.6,269.02704874732007
2859,1,29,熊本県,1,1,1,0,11,9.0,1.6,11.3,281.69961658577427
2860,0,24,福島県,2,0,0,1,4,2.0,0.3,26.7,242.2559679087381
2861,0,25,長崎県,1,0,0,3,0,2.0,0.9,17.6,513.6594012497799
2862,3,51,富山県,2,0,0,4,24,8.0,1.4,6.2,941.8191671968547
2863,0,21,宮崎県,1,0,0,1,0,2.0,0.1,8.5,163.31736768574538
2864,0,22,岐阜県,1,0,0,0,1,5.0,0.2,15.9,190.179968041889
2865,3,40,秋田県,1,0,0,3,16,3.0,0.7,18.8,451.0814176684753
2866,1,32,愛媛県,1,1,0,0,14,7.0,0.8,18.6,262.61139015728946
2867,1,26,佐賀県,2,0,0,1,4,10.0,0.8,9.7,426.96854357621436
2868,3,46,大阪府,1,0,0,0,28,11.0,1.5,11.5,533.8454435342705
2869,2,53,大阪府,1,0,0,2,31,6.0,1.6,16.9,508.7691861632772
2870,0,19,福井県,2,1,1,0,0,0.0,1.1,5.1,184.19988981146133
2871,0,21,徳島県,2,1,2,1,0,3.0,1.1,6.8,238.37372038879917
2872,2,37,岐阜県,2,1,2,1,17,0.0,1.8,10.7,402.254571632956
2873,1,32,富山県,2,1,1,0,14,2.0,1.6,3.0,279.5225321242467
2874,0,23,千葉県,1,1,2,0,5,0.0,1.2,18.8,250.1965045413695
2875,1,39,石川県,2,1,0,2,17,6.0,1.6,12.1,552.9447221523609
2876,0,23,奈良県,2,0,0,2,0,3.0,0.1,9.2,166.8636126149895
2877,2,43,福井県,2,1,5,1,23,0.0,1.7,9.1,506.8334594130941
2878,0,23,東京都,2,0,0,1,1,8.0,0.3,13.4,216.195099061314
2879,2,38,神奈川県,2,1,2,1,18,6.0,1.7,2.4,403.25214393998726
2880,3,40,山形県,2,0,0,1,20,10.0,0.8,11.0,412.70078147953956
2881,4,46,岩手県,2,0,0,2,24,10.0,1.0,12.7,503.39144802258517
2882,3,52,大分県,1,0,0,1,32,0.0,0.7,16.6,467.58977924961613
2883,2,37,埼玉県,1,1,3,1,17,0.0,1.8,17.7,440.49695086143305
2884,1,33,新潟県,2,1,1,2,11,0.0,1.5,16.6,316.92213221299323
2885,0,20,静岡県,1,0,0,0,1,4.0,0.2,15.8,190.49264362565282
2886,1,43,山口県,2,0,0,1,23,-0.0,0.5,9.6,314.4256208247667
2887,2,35,長崎県,1,1,5,3,11,11.0,2.1,5.8,723.3364214469309
2888,0,23,千葉県,2,0,0,2,0,2.0,0.2,18.7,190.8597856837994
2889,3,41,徳島県,1,1,4,1,21,0.0,1.8,18.4,537.8138138259076
2890,2,45,香川県,2,0,0,4,18,0.0,1.4,13.4,833.281201180472
2891,2,35,福井県,1,1,1,3,11,5.0,1.5,17.2,386.4870715020077
2892,2,45,滋賀県,2,0,0,1,25,9.0,0.7,8.5,343.72360911990796
2893,0,22,三重県,1,1,1,1,1,1.0,1.3,17.2,243.5014736793454
2894,0,23,熊本県,2,0,0,0,1,4.0,0.1,8.7,154.09565664963566
2895,2,37,静岡県,2,1,5,3,13,11.0,2.2,4.0,671.7425400623089
2896,0,23,石川県,1,1,2,0,5,0.0,1.1,7.3,227.5752725274154
2897,2,47,香川県,1,1,1,3,23,7.0,2.1,5.8,763.6147547273603
2898,2,51,埼玉県,2,1,0,2,29,4.0,1.7,13.1,651.1840111868336
2899,3,44,東京都,2,1,3,0,26,5.0,3.6,3.3,581.5116832641958
2900,0,24,岡山県,1,0,0,0,6,5.0,0.2,17.0,192.01047103617137
2901,2,36,岩手県,1,0,0,1,16,1.0,0.6,23.1,424.46650671231475
2902,0,24,福岡県,2,1,1,1,4,6.0,1.2,12.3,210.11303418305565
2903,1,18,群馬県,2,1,1,0,0,0.0,1.2,12.4,261.2046852845862
2904,0,24,福井県,1,1,5,2,0,5.0,1.0,12.2,315.7681373344503
2905,0,25,千葉県,1,0,0,0,3,5.0,0.2,9.4,152.92204050834164
2906,0,25,滋賀県,2,0,0,0,7,4.0,0.2,17.3,239.36388525278613
2907,0,26,東京都,1,1,3,0,8,9.0,2.5,12.4,320.5321110246178
2908,1,37,広島県,2,1,2,2,15,9.0,1.5,13.0,335.0819973825696
2909,0,26,神奈川県,2,0,0,0,1,1.0,0.3,10.3,215.55159921980393
2910,1,24,山口県,2,0,0,1,4,11.0,0.7,17.7,422.40051556471263
2911,0,26,福岡県,1,0,0,1,6,4.0,0.3,14.7,206.08965350062698
2912,0,23,長野県,2,1,2,2,0,8.0,1.1,11.1,256.7933337675308
2913,0,24,三重県,1,0,0,0,6,4.0,0.4,20.0,190.06501092176583
2914,1,18,福岡県,2,0,0,0,0,2.0,0.3,7.6,202.04364471528856
2915,1,29,愛知県,2,0,0,2,7,5.0,0.4,16.4,281.0906383730728
2916,2,42,鳥取県,1,1,3,2,20,5.0,1.6,20.0,477.575597055225
2917,3,29,京都府,1,0,0,1,1,6.0,0.5,5.0,366.22701897725244
2918,4,41,静岡県,1,1,2,0,23,5.0,1.8,10.2,563.7476227994794
2919,3,53,栃木県,2,1,1,0,35,1.0,1.7,9.3,541.215265444937
2920,2,42,熊本県,1,0,0,1,22,3.0,0.7,10.5,297.88344586271677
2921,3,52,鳥取県,2,1,2,2,30,5.0,1.9,7.3,494.47869578682054
2922,3,42,熊本県,2,1,0,1,22,1.0,1.2,8.7,451.7515247707571
2923,3,49,栃木県,1,1,3,0,31,7.0,1.8,9.4,548.2673098312832
2924,2,34,千葉県,2,1,3,0,16,0.0,1.6,8.5,408.4196413967034
2925,3,49,北海道,2,1,2,1,29,5.0,1.8,12.3,534.8062647015199
2926,3,44,神奈川県,1,0,0,0,26,8.0,0.7,12.1,471.03012284537994
2927,2,50,山口県,2,0,0,2,28,0.0,0.7,16.4,404.05779299466207
2928,4,48,青森県,1,0,0,2,26,6.0,1.0,8.9,499.2456032614179
2929,2,46,岡山県,2,0,0,2,24,0.0,0.6,14.9,373.60419891353246
2930,1,29,大分県,2,1,3,1,9,5.0,1.6,7.3,341.5239756797003
2931,2,38,愛知県,1,0,0,3,14,0.0,1.3,15.2,691.3972097511204
2932,0,24,石川県,2,0,0,0,6,4.0,0.3,10.1,148.0260645017964
2933,2,51,兵庫県,2,1,2,0,33,5.0,1.7,7.9,438.3471461061691
2934,0,25,京都府,1,1,2,0,7,0.0,1.2,5.0,224.59002296626664
2935,4,53,山口県,1,1,1,1,33,4.0,1.9,9.6,584.084882269937
2936,3,46,岩手県,2,1,0,1,26,3.0,1.4,11.3,506.8144353668863
2937,0,24,埼玉県,2,0,0,0,6,2.0,0.3,6.1,169.26646455087246
2938,1,36,大分県,1,0,0,2,14,-0.0,1.0,20.5,563.2332078719668
2939,2,51,佐賀県,2,1,2,3,27,0.0,2.3,12.9,778.7139822723246
2940,0,25,大阪府,2,1,2,1,5,6.0,2.5,5.7,261.7660275304929
2941,0,23,千葉県,1,1,2,2,0,0.0,1.2,18.0,231.23958326944282
2942,0,23,滋賀県,1,0,0,1,3,7.0,0.2,9.2,167.09986447572123
2943,4,38,福井県,2,1,2,4,11,2.0,2.4,6.2,938.6149887228568
2944,1,35,宮城県,2,0,0,2,1,6.0,1.0,5.0,541.8901908953735
2945,1,28,群馬県,2,1,2,1,4,0.0,1.5,8.2,273.91704329118136
2946,2,39,茨城県,1,1,2,0,21,0.0,1.5,19.1,391.3957965540147
2947,0,24,福井県,2,1,3,0,6,2.0,1.1,9.3,264.8201719226199
2948,0,19,山形県,2,0,0,0,0,3.0,0.1,11.7,152.16842118620553
2949,0,26,秋田県,2,1,2,2,4,0.0,1.2,7.2,230.22094247179476
2950,3,52,佐賀県,1,0,0,2,30,0.0,1.3,6.8,708.9009218068666
2951,0,22,福岡県,2,1,2,1,2,1.0,1.7,13.1,353.5817109734017
2952,0,21,和歌山県,2,1,3,1,0,5.0,1.2,18.8,267.0638407360858
2953,3,38,青森県,1,0,0,0,20,4.0,0.9,24.1,424.07957872482217
2954,0,26,愛知県,2,1,3,1,6,8.0,1.3,5.6,312.6248885666053
2955,2,45,山梨県,2,1,1,2,23,8.0,1.7,6.1,399.190982567537
2956,4,45,茨城県,2,0,0,4,18,10.0,1.6,4.8,1025.3041612492452
2957,0,21,宮城県,2,1,1,0,3,5.0,1.1,9.4,203.8744993888395
2958,2,44,石川県,1,1,3,0,26,8.0,1.5,16.2,463.58396704633145
2959,4,54,岐阜県,2,1,2,4,27,1.0,2.6,16.9,1022.4815810848988
2960,2,43,岩手県,2,1,3,2,21,4.0,2.4,9.2,587.9896303269119
2961,2,20,兵庫県,1,1,2,0,0,0.0,1.5,14.5,338.9926387796975
2962,2,47,千葉県,2,1,3,0,29,7.0,1.7,13.3,462.897509964388
2963,2,44,長野県,1,0,0,2,22,4.0,1.1,12.9,626.2673189796457
2964,0,25,大分県,2,0,0,0,7,4.0,0.1,9.2,181.60247683484624
2965,1,29,沖縄県,2,0,0,0,11,6.0,0.4,13.2,218.14932610829584
2966,0,23,熊本県,2,1,1,2,0,5.0,1.2,7.8,199.44969924600719
2967,0,23,徳島県,2,1,1,2,0,2.0,1.7,10.6,364.73566473860734
2968,0,21,神奈川県,2,0,0,1,0,6.0,0.3,3.7,147.83476027898126
2969,1,18,佐賀県,1,0,0,0,0,3.0,0.4,20.2,230.7417872153265
2970,3,39,滋賀県,1,1,3,2,17,5.0,2.1,10.3,691.8612592947534
2971,2,33,三重県,1,1,3,3,9,2.0,1.5,20.7,437.1563439864981
2972,0,24,山口県,2,0,0,1,4,3.0,0.3,13.7,159.34973354114635
2973,1,22,新潟県,2,0,0,0,1,7.0,0.5,2.6,206.04401858818488
2974,0,22,島根県,2,0,0,0,4,5.0,0.1,8.2,157.11943074290602
2975,0,20,広島県,2,0,0,0,0,7.0,0.1,11.3,172.6680290738452
2976,4,48,北海道,2,0,0,0,30,0.0,1.0,9.4,474.7535700522653
2977,3,47,栃木県,2,1,3,1,27,3.0,1.9,8.3,543.0862562607166
2978,3,51,北海道,2,0,0,2,29,7.0,0.8,5.3,423.3599823513579
2979,2,34,山形県,1,0,0,0,16,0.0,0.5,17.3,317.10737072893636
2980,0,28,山口県,1,1,2,1,8,7.0,1.1,14.5,306.01506610991476
2981,1,31,静岡県,1,0,0,2,9,8.0,1.0,16.1,523.9789009905911
2982,2,48,愛知県,1,1,0,3,24,0.0,1.2,19.8,382.2413524871304
2983,0,22,群馬県,1,0,0,1,2,1.0,0.2,17.9,206.44451811379773
2984,0,26,富山県,1,0,0,0,8,0.0,0.3,11.3,156.60022250221976
2985,2,40,和歌山県,2,1,1,1,20,3.0,2.1,0.0,566.7078644559921
2986,3,56,埼玉県,1,1,0,0,38,4.0,1.5,14.7,514.2454370094378
2987,0,21,東京都,2,1,2,1,0,5.0,2.3,15.9,272.4504096273911
2988,0,27,山梨県,1,0,0,3,2,3.0,0.3,14.4,177.9439045825445
2989,2,33,青森県,2,1,1,0,15,11.0,1.5,5.3,334.85092119066564
2990,0,24,千葉県,1,0,0,0,6,1.0,0.2,14.9,199.1174382475313
2991,3,52,奈良県,2,0,0,0,34,0.0,0.9,13.7,477.9881490480308
2992,0,21,宮城県,1,1,1,1,0,4.0,1.2,9.6,214.2805231150395
2993,2,33,群馬県,2,1,1,2,10,5.0,2.1,7.1,560.3789544226597
2994,3,41,福井県,1,0,0,0,18,4.0,0.6,11.6,429.5798668642962
2995,0,21,熊本県,2,0,0,1,0,2.0,0.1,6.7,146.71641038995193
2996,4,46,大分県,2,1,2,2,24,-0.0,2.3,10.7,835.3686405280899
2997,0,23,長崎県,1,1,2,1,0,0.0,1.1,18.7,265.28255533697916
2998,1,19,福岡県,2,0,0,0,0,5.0,0.4,9.9,223.893031320224
2999,2,43,奈良県,2,0,0,2,21,4.0,0.6,12.6,386.5443336256096
3000,1,45,和歌山県,1,1,2,3,21,3.0,1.7,13.5,380.2373233261584
3001,0,22,熊本県,1,0,0,1,1,8.0,0.5,14.3,181.2840007781392
3002,0,25,長野県,1,0,0,0,7,0.0,0.1,14.8,206.56480374325574
3003,2,22,福島県,1,1,2,0,0,4.0,1.3,17.3,362.63215213520186
3004,0,27,山口県,1,0,0,2,5,1.0,0.3,7.7,172.30361994209676
3005,2,49,青森県,1,1,1,0,31,0.0,1.8,16.1,466.66267803209576
3006,0,23,山梨県,2,0,0,0,5,1.0,0.1,11.6,176.97282250739002
3007,1,41,佐賀県,2,0,0,0,23,0.0,0.6,13.7,314.8747774559372
3008,4,51,大分県,1,1,4,0,3,5.0,1.9,12.5,614.8908201638778
3009,0,20,長崎県,1,1,3,0,2,0.0,1.1,23.6,306.5613089871211
3010,1,42,大分県,2,1,0,1,22,6.0,1.4,5.8,564.6974636727095
3011,0,27,東京都,1,1,5,2,5,2.0,2.5,15.8,361.58279220591396
3012,0,23,和歌山県,1,0,0,0,5,5.0,0.2,16.1,203.3156005232219
3013,3,49,兵庫県,1,0,0,0,31,10.0,0.8,21.0,517.5235465114633
3014,2,51,岩手県,1,1,2,0,33,-0.0,1.8,27.8,507.403959248155
3015,0,21,秋田県,2,0,0,1,0,1.0,0.2,12.3,179.7632214535838
3016,0,25,山梨県,1,0,0,3,0,5.0,0.3,10.3,200.19566124934747
3017,4,46,岡山県,2,0,0,1,26,5.0,1.1,10.9,531.1851819379214
3018,2,33,兵庫県,1,1,2,1,13,4.0,1.6,16.8,416.7256180957931
3019,2,30,沖縄県,2,1,4,2,8,8.0,1.5,11.4,347.41513662579274
3020,0,23,岡山県,2,1,0,2,0,2.0,0.7,6.7,178.96187984108178
3021,2,40,三重県,2,1,4,1,20,15.0,1.7,0.0,385.4715552287024
3022,4,51,島根県,1,0,0,1,21,3.0,0.9,15.8,584.27894514814
3023,1,45,栃木県,2,1,2,0,27,7.0,1.8,6.1,324.98409002802885
3024,1,28,山梨県,2,0,0,2,6,3.0,1.1,13.8,516.0412945243344
3025,2,34,和歌山県,1,0,0,1,14,0.0,0.5,13.6,297.1254543731059
3026,0,23,福井県,2,1,3,0,5,3.0,1.1,7.4,218.410456147945
3027,2,39,鳥取県,2,1,4,4,12,9.0,1.7,18.1,421.1535309086764
3028,1,24,鹿児島県,2,1,1,2,2,4.0,2.0,21.3,448.5135521413846
3029,4,48,岡山県,2,1,1,1,28,0.0,2.0,8.3,502.93436446578147
3030,0,25,愛知県,2,0,0,1,5,-0.0,0.2,6.5,139.78848495818232
3031,2,45,香川県,1,0,0,0,27,0.0,0.4,14.6,398.7910493896108
3032,0,22,長野県,2,0,0,0,4,3.0,0.2,9.1,187.56826507160352
3033,2,37,香川県,2,1,4,2,15,1.0,1.5,7.3,426.4866361933432
3034,3,40,福岡県,2,0,0,1,20,4.0,0.6,15.9,439.0307517397118
3035,0,21,北海道,2,1,1,0,2,3.0,1.1,6.3,208.07965658494317
3036,0,25,青森県,2,1,0,0,7,2.0,0.8,18.6,173.87001221142117
3037,0,23,福岡県,1,1,2,2,0,1.0,1.2,12.0,263.19110462403705
3038,1,31,長崎県,1,0,0,1,5,0.0,0.4,19.8,292.06304228457327
3039,0,24,岡山県,1,1,2,1,4,0.0,1.0,23.3,289.8001517762644
3040,1,24,岩手県,2,1,1,1,4,7.0,1.5,17.2,310.5413466621768
3041,3,39,福島県,1,1,2,1,19,7.0,1.8,28.0,530.4966659644489
3042,0,18,山形県,2,0,0,0,0,-0.0,0.1,11.7,165.11902499348932
3043,0,22,佐賀県,2,0,0,1,0,4.0,0.2,6.7,164.37195594939604
3044,1,29,山口県,2,1,1,2,7,2.0,1.6,0.2,239.13891894053404
3045,2,30,青森県,2,1,2,0,5,10.0,1.6,0.0,329.41336468809317
3046,0,20,徳島県,2,0,0,0,1,4.0,0.1,12.0,163.07618663063582
3047,1,18,神奈川県,2,1,3,0,0,8.0,1.5,17.8,332.64861852159333
3048,0,25,静岡県,1,1,2,1,5,7.0,1.2,10.1,271.4378840561789
3049,2,52,愛知県,1,1,1,0,34,6.0,1.7,15.0,461.10186245634594
3050,0,22,静岡県,1,0,0,0,4,-0.0,0.1,10.2,169.31970751067854
3051,2,38,広島県,2,0,0,1,16,7.0,0.7,14.1,300.60032313534043
3052,0,22,東京都,2,1,2,0,4,2.0,2.3,6.8,254.51338905513097
3053,2,45,石川県,2,0,0,1,25,12.0,0.7,13.5,355.12311089782753
3054,0,23,長野県,1,0,0,1,3,1.0,0.2,14.7,201.32311813710496
3055,0,23,山梨県,1,1,2,0,5,0.0,1.4,5.7,265.4357522213346
3056,0,22,山形県,1,1,0,1,1,0.0,0.7,17.0,209.06900872162362
3057,0,23,石川県,2,1,0,2,0,1.0,0.7,8.5,214.68305746854884
3058,2,33,北海道,2,0,0,1,13,6.0,0.5,10.4,341.38225422354213
3059,3,39,滋賀県,2,0,0,1,19,0.0,1.0,13.2,613.0347507028265
3060,3,39,三重県,1,0,0,2,17,3.0,0.8,13.3,411.7051946621827
3061,3,58,栃木県,1,0,0,0,40,7.0,1.1,17.2,498.16036173481115
3062,1,32,長崎県,2,1,0,3,8,5.0,0.8,6.9,244.28803258253484
3063,1,39,山梨県,1,0,0,0,21,2.0,0.5,11.4,287.41799610151736
3064,0,24,福岡県,2,1,2,1,3,4.0,1.1,13.5,303.3871214608781
3065,3,47,奈良県,2,0,0,3,23,19.0,1.3,15.7,738.1862266115796
3066,0,25,島根県,2,1,2,1,5,0.0,1.1,13.1,258.57002399605807
3067,0,21,岐阜県,2,1,1,1,0,2.0,1.3,21.5,253.95971959828634
3068,3,43,兵庫県,2,1,3,4,16,8.0,2.3,5.5,860.7817903583372
3069,2,43,奈良県,2,0,0,2,21,1.0,0.7,16.0,301.50494558581886
3070,2,33,長崎県,1,1,4,3,9,0.0,2.2,19.7,690.7005643248239
3071,0,28,沖縄県,2,1,1,2,6,0.0,1.4,8.9,233.04518186721805
3072,0,23,広島県,1,0,0,1,0,0.0,0.2,11.2,173.40625833029722
3073,0,26,長崎県,1,1,1,0,8,5.0,1.2,8.9,232.179132444336
3074,0,23,大阪府,1,0,0,0,5,5.0,0.4,21.7,262.2857500220789
3075,0,20,愛媛県,2,0,0,0,0,2.0,0.1,12.3,179.57395808267418
3076,0,23,奈良県,2,1,2,2,0,10.0,0.9,7.7,231.49036852509934
3077,3,44,東京都,2,0,0,0,26,5.0,1.7,0.0,470.3230695329273
3078,0,21,奈良県,1,0,0,1,0,0.0,0.2,10.8,158.41834963937214
3079,0,20,長野県,1,0,0,0,2,2.0,0.1,22.8,206.04645310955766
3080,3,39,島根県,2,0,0,2,17,5.0,0.9,5.0,415.04662701917965
3081,1,22,愛知県,2,1,6,1,1,10.0,1.4,8.2,359.1589819838224
3082,0,25,広島県,1,1,1,1,5,5.0,1.4,4.4,191.8521037753509
3083,0,23,茨城県,1,1,2,2,0,4.0,1.1,14.3,243.14790045172717
3084,1,33,栃木県,1,1,2,0,15,6.0,1.5,18.5,325.04385514356534
3085,2,57,佐賀県,2,0,0,2,35,3.0,0.7,11.1,415.0173336162926
3086,2,43,鹿児島県,2,1,3,3,19,5.0,1.7,4.5,374.2300217366162
3087,1,33,福岡県,1,0,0,4,6,0.0,1.4,11.3,708.3495605408793
3088,2,33,岡山県,1,1,0,2,5,6.0,1.6,3.0,536.7367751233476
3089,4,47,茨城県,1,1,2,1,27,11.0,2.1,20.3,668.4666012730402
3090,2,45,愛媛県,2,1,1,2,23,9.0,1.8,7.0,383.33604073163104
3091,0,19,埼玉県,1,0,0,0,0,6.0,0.1,19.7,190.82797788730187
3092,1,28,神奈川県,1,1,1,1,8,4.0,1.4,14.5,321.23093040318923
3093,1,37,群馬県,1,1,3,1,17,-0.0,1.5,11.2,325.5802994896092
3094,3,40,静岡県,1,1,2,0,22,0.0,1.9,11.3,571.8046045622773
3095,2,31,茨城県,2,1,2,0,13,4.0,1.6,4.0,346.49926122647537
3096,0,21,静岡県,1,0,0,0,2,2.0,0.2,19.0,198.91372095000995
3097,0,25,鹿児島県,1,0,0,1,5,0.0,0.2,12.3,185.24951645309062
3098,3,43,北海道,2,1,3,1,23,0.0,1.8,0.0,482.06388557721715
3099,2,32,山口県,1,0,0,1,12,7.0,0.7,12.1,306.9683798576636
3100,0,21,長野県,2,0,0,0,3,2.0,0.1,13.0,174.16639660852806
3101,1,30,沖縄県,2,0,0,2,8,3.0,0.5,8.9,190.9642914649968
3102,3,45,千葉県,2,1,1,2,23,4.0,1.9,6.2,481.8600048951524
3103,1,42,福島県,1,0,0,2,20,9.0,0.5,16.7,319.28867228593634
